ASV	Domain	Supergroup	Division	Subdivision	Class	Order	Family	Genus	Species	AddSpecies	CorrClass	CorrOrder	CorrFamily	CorrGenus	CorrSpecies	Scientific name
6309	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	NA	NA	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
7189	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	NA	NA	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
9843	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	NA	NA	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
9879	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	NA	NA	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
9886	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	NA	NA	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
9926	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	NA	NA	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
1827	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	NA	NA	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pseudopedinella	NA	Pseudopedinella
180	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
208	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
236	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
349	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
352	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
456	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
618	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
650	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
1028	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
1097	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
1368	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
1565	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
1592	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
1780	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
1797	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
1847	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
2066	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
2478	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
2500	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
2584	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
2854	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
2962	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
3241	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
3650	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
3687	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
3780	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
3800	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	Pedinellales_X_sp.	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
3996	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
4167	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
4315	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
4933	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
5045	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
5435	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
5475	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
5628	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
5776	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
9866	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	NA	Dictyochophyceae	Pedinellales	NA	NA	NA	Pedinellales
521	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_elastica	Pseudopedinella_elastica	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pedinella	Pedinella_elastica	Pedinella elastica
1606	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_elastica	NA	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pedinella	Pedinella_elastica	Pedinella elastica
242	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_sp.	Pseudopedinella_sp.	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pseudopedinella	NA	Pseudopedinella
615	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_sp.	NA	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pseudopedinella	NA	Pseudopedinella
1122	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_sp.	Pseudopedinella_sp.	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pseudopedinella	NA	Pseudopedinella
1912	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_sp.	Pseudopedinella_sp.	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pseudopedinella	NA	Pseudopedinella
4222	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_sp.	Pseudopedinella_sp.	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pseudopedinella	NA	Pseudopedinella
8631	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_sp.	NA	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pseudopedinella	NA	Pseudopedinella
9883	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_sp.	NA	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pseudopedinella	NA	Pseudopedinella
10027	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_sp.	NA	Dictyochophyceae	Pedinellales	Actinomonadaceae	Pseudopedinella	NA	Pseudopedinella
2282	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Rhizochromulinales	Rhizochromulina	Rhizochromulina_sp.	NA	Dictyochophyceae	Rhizochromulinales	NA	Rhizochromulina	NA	Rhizochromulina
4173	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Rhizochromulinales	Rhizochromulina	Rhizochromulina_sp.	NA	Dictyochophyceae	Rhizochromulinales	Rhizochromulinaceae	Rhizochromulina	NA	Rhizochromulina
1949	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Monodus	Monodus_sp.	Monodus_sp.	Xanthophyceae	Mischococcales	Pleurochloridaceae	Monodus	NA	Monodus
7394	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Monodus	NA	NA	Xanthophyceae	Mischococcales	Pleurochloridaceae	Monodus	NA	Monodus
2976	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	NA	NA	NA	Eustigmatophyceae	NA	NA	NA	NA	Eustigmatophyceae
192	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Nannochloropsis	NA	NA	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	NA	Nannochloropsis
1974	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Nannochloropsis	NA	NA	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	NA	Nannochloropsis
652	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Nannochloropsis	Nannochloropsis_granulata	NA	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	Nannochloropsis_granulata	Nannochloropsis granulata
4240	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Nannochloropsis	Nannochloropsis_granulata	NA	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	Nannochloropsis_granulata	Nannochloropsis granulata
5761	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Nannochloropsis	Nannochloropsis_granulata	NA	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	Nannochloropsis_granulata	Nannochloropsis granulata
8296	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Nannochloropsis	Nannochloropsis_granulata	NA	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	Nannochloropsis_granulata	Nannochloropsis granulata
931	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Nannochloropsis	Nannochloropsis_sp.	NA	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	NA	Nannochloropsis
726	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Trachydiscus	Trachydiscus_sp.	NA	Eustigmatophyceae	Goniochloridales	Goniochloridaceae	Trachydiscus	NA	Trachydiscus
3697	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Trachydiscus	Trachydiscus_sp.	NA	Eustigmatophyceae	Goniochloridales	Goniochloridaceae	Trachydiscus	NA	Trachydiscus
3802	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Trachydiscus	Trachydiscus_sp.	NA	Eustigmatophyceae	Goniochloridales	Goniochloridaceae	Trachydiscus	NA	Trachydiscus
5226	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Trachydiscus	Trachydiscus_sp.	NA	Eustigmatophyceae	Goniochloridales	Goniochloridaceae	Trachydiscus	NA	Trachydiscus
5494	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Trachydiscus	Trachydiscus_sp.	NA	Eustigmatophyceae	Goniochloridales	Goniochloridaceae	Trachydiscus	NA	Trachydiscus
572	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Biddulphiales	Attheyaceae	Attheya	Attheya_longicornis	Attheya_longicornis	Coscinodiscophyceae + Mediophyceae	Biddulphiales	Attheyaceae	Attheya	Attheya_longicornis	Attheya longicornis
8730	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Biddulphiales	Attheyaceae	Attheya	Attheya_longicornis	NA	Coscinodiscophyceae + Mediophyceae	Biddulphiales	Attheyaceae	Attheya	Attheya_longicornis	Attheya longicornis
7388	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Acanthoceras	Acanthoceras_sp.	Acanthoceras_sp.	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Acanthoceras	NA	Acanthoceras
1840	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Bacteriastrum	Bacteriastrum_hyalinum	Bacteriastrum_hyalinum	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Bacteriastrum	Bacteriastrum_hyalinum	Bacteriastrum hyalinum
7676	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Bacteriastrum	Bacteriastrum_hyalinum	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Bacteriastrum	Bacteriastrum_hyalinum	Bacteriastrum hyalinum
3591	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_affinis	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_affinis	Chaetoceros affinis
5425	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_affinis	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_affinis	Chaetoceros affinis
6507	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_affinis	Chaetoceros_affinis	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_affinis	Chaetoceros affinis
467	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_brevis-3	Chaetoceros_brevis-3	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_brevis	Chaetoceros brevis
2328	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_cinctus	Chaetoceros_cinctus	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_cinctus	Chaetoceros cinctus
185	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	Chaetoceros_contortus	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	Chaetoceros contortus
417	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	Chaetoceros contortus
1766	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	Chaetoceros contortus
1842	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	Chaetoceros_contortus	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	Chaetoceros contortus
4162	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	Chaetoceros contortus
5274	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	Chaetoceros_sp.	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_contortus	Chaetoceros contortus
2561	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_costatus	Chaetoceros_costatus	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_costatus	Chaetoceros costatus
264	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_curvisetus-1	Chaetoceros_curvisetus-1	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_curvisetus	Chaetoceros curvisetus
487	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_debilis	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_debilis	Chaetoceros debilis
83	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	Chaetoceros decipiens
1965	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	Chaetoceros decipiens
2372	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	Chaetoceros decipiens
2885	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	Chaetoceros decipiens
4053	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	Chaetoceros decipiens
7610	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	Chaetoceros decipiens
8173	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_decipiens	Chaetoceros decipiens
1611	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_diadema-1	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_diadema	Chaetoceros diadema
3491	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_dichatoensis	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_dichatoensis	Chaetoceros dichatoensis
2902	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_didymus-2	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_didymus	Chaetoceros didymus
6674	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_didymus-2	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_didymus	Chaetoceros didymus
5535	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_elegans	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_elegans	Chaetoceros elegans
7738	Eukaryota	TSAR	Stramenopiles	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_elegans	NA	Coscinodiscophyceae + Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_elegans	Chaetoceros elegans
